Date	Open	High	Low	Close	Adj Close	Volume
2017-08-14	100.01	100.02	99.95	100.00	82.82	2063883
2017-08-07	100.10	100.18	100.06	100.06	82.78	2234720
2017-07-31	100.20	100.29	100.17	100.17	82.74	2019132
2017-07-24	100.14	100.18	100.12	100.18	82.70	2722140
2017-07-17	100.17	100.22	100.15	100.21	82.67	2823623
2017-07-10	100.10	100.10	100.06	100.06	82.63	1714360
2017-07-03	100.04	100.05	99.95	100.00	82.59	2546244
2017-06-26	100.15	100.19	100.11	100.11	82.57	1667753
2017-06-19	100.16	100.23	100.07	100.14	82.53	2925146
2017-06-12	100.15	100.24	100.11	100.19	82.49	1612758
2017-06-05	100.05	100.10	100.03	100.09	82.45	1603711
2017-05-29	100.17	100.20	100.16	100.20	82.42	2076687
2017-05-22	100.01	100.02	99.99	100.00	82.39	2998345
2017-05-15	100.08	100.15	99.99	100.12	82.36	2297239
2017-05-08	100.02	100.07	99.96	100.07	82.33	2751696
2017-05-01	100.03	100.08	99.96	100.08	82.29	2106832
2017-04-24	100.15	100.16	100.11	100.11	82.25	1565689
2017-04-17	100.02	100.11	99.99	99.99	82.22	1932831
2017-04-10	100.18	100.22	100.16	100.22	82.19	2891940
2017-04-03	100.14	100.17	100.06	100.14	82.16	1601376
2017-03-27	100.03	100.10	100.02	100.03	82.13	2367941
2017-03-20	100.20	100.25	100.15	100.15	82.10	2875136
2017-03-13	100.08	100.12	99.99	100.12	82.07	2916884
2017-03-06	100.07	100.10	100.05	100.05	82.03	2726066
2017-02-27	100.01	100.02	99.99	100.02	82.00	1738572
2017-02-20	100.10	100.20	100.08	100.14	81.97	2646536
2017-02-13	100.06	100.11	100.03	100.09	81.94	1956675
2017-02-06	100.04	100.06	100.03	100.05	81.91	1677548
2017-01-30	100.12	100.13	100.07	100.11	81.87	1595474
2017-01-23	100.17	100.19	100.07	100.17	81.84	2797893
2017-01-16	100.13	100.15	100.08	100.12	81.81	1706891
2017-01-09	100.06	100.10	99.96	100.10	81.77	2976252
2017-01-02	100.09	100.16	100.00	100.07	81.74	2269782
2016-12-26	100.15	100.16	100.06	100.16	81.71	1659449
2016-12-19	100.03	100.09	99.94	100.03	81.69	2190752
2016-12-12	100.04	100.13	99.99	99.99	81.66	2635999
2016-12-05	100.03	100.12	100.00	100.04	81.63	2088188
2016-11-28	100.00	100.07	99.97	99.99	81.60	2346696
2016-11-21	100.10	100.20	100.04	100.14	81.57	2756266
2016-11-14	100.11	100.17	100.03	100.15	81.54	2543944
2016-11-07	100.07	100.15	100.04	100.09	81.51	2957777
2016-10-31	100.19	100.25	100.16	100.16	81.48	1874429
2016-10-24	100.12	100.19	100.03	100.09	81.46	2412605
2016-10-17	100.15	100.24	100.09	100.12	81.44	2776364
2016-10-10	100.20	100.28	100.10	100.21	81.41	2694990
2016-10-03	100.11	100.18	100.09	100.11	81.39	2962725
2016-09-26	100.13	100.17	100.03	100.14	81.36	2371304
2016-09-19	100.16	100.20	100.07	100.15	81.32	2069697
2016-09-12	100.02	100.07	100.00	100.06	81.29	2090690
2016-09-05	100.01	100.08	99.97	100.01	81.26	2683621
2016-08-29	100.06	100.09	99.97	100.08	81.23	2406325
2016-08-22	100.04	100.13	100.02	100.08	81.20	2525166
2016-08-15	100.12	100.15	100.10	100.15	81.17	2040311
2016-08-08	100.11	100.18	100.03	100.14	81.13	2154152
2016-08-01	100.14	100.19	100.07	100.15	81.11	2534052
2016-07-25	100.09	100.15	100.06	100.08	81.08	2762562
2016-07-18	100.10	100.12	100.06	100.11	81.05	2594311
2016-07-11	100.01	100.05	99.97	100.00	81.01	1735290
2016-07-04	100.08	100.15	100.06	100.08	80.97	1658386
2016-06-27	100.19	100.21	100.17	100.18	80.94	2697998
2016-06-20	100.13	100.15	100.05	100.09	80.90	2069397
2016-06-13	100.05	100.08	100.04	100.08	80.87	1723408
2016-06-06	100.16	100.26	100.11	100.21	80.84	2339867
2016-05-30	100.06	100.12	100.06	100.06	80.82	2409160
2016-05-23	100.02	100.08	99.93	99.98	80.79	2980867
2016-05-16	100.07	100.14	99.99	100.03	80.75	2077969
2016-05-09	100.14	100.20	100.12	100.14	80.72	1630949
2016-05-02	100.12	100.21	100.05	100.11	80.70	1997760
2016-04-25	100.19	100.28	100.19	100.21	80.66	2599110
2016-04-18	100.09	100.19	100.06	100.06	80.63	2559389
2016-04-11	100.11	100.19	100.07	100.12	80.59	2062773
2016-04-04	100.10	100.17	100.06	100.07	80.56	1534692
2016-03-28	100.09	100.16	100.02	100.08	80.52	2668016
2016-03-21	100.01	100.05	99.98	100.05	80.49	2811695
2016-03-14	100.04	100.08	100.03	100.04	80.46	2783572
2016-03-07	100.06	100.11	99.99	100.05	80.43	1669619
2016-02-29	100.14	100.17	100.13	100.17	80.40	1716369
2016-02-22	100.18	100.24	100.15	100.19	80.37	2275823
2016-02-15	100.15	100.23	100.11	100.15	80.33	1787382
2016-02-08	100.07	100.14	99.99	100.10	80.30	1804684
2016-02-01	100.15	100.20	100.09	100.17	80.27	2410074
2016-01-25	100.14	100.21	100.06	100.19	80.23	1534713
2016-01-18	100.16	100.26	100.12	100.12	80.20	2980050
2016-01-11	100.17	100.24	100.09	100.17	80.18	2611004
2016-01-04	100.09	100.14	100.02	100.09	80.15	2183214
2015-12-28	100.20	100.28	100.14	100.20	80.13	1528135
2015-12-21	100.20	100.27	100.15	100.23	80.11	2903356
2015-12-14	100.18	100.28	100.13	100.18	80.08	2888987
2015-12-07	100.01	100.07	99.95	100.02	80.05	2793444
2015-11-30	100.16	100.20	100.11	100.20	80.03	1545454
2015-11-23	100.15	100.18	100.15	100.17	80.01	2578436
2015-11-16	100.16	100.20	100.13	100.13	79.98	2021190
2015-11-09	100.19	100.27	100.11	100.19	79.95	2923901
2015-11-02	100.14	100.24	100.12	100.17	79.92	2964327
2015-10-26	100.04	100.09	100.01	100.09	79.88	2113185
2015-10-19	100.01	100.11	99.92	99.97	79.84	2052502
2015-10-12	100.03	100.05	99.98	100.04	79.81	1611863
2015-10-05	100.14	100.18	100.12	100.14	79.77	2821228
2015-09-28	100.06	100.09	100.02	100.07	79.74	2999461
2015-09-21	100.15	100.20	100.12	100.19	79.71	1591583
2015-09-14	100.08	100.08	100.02	100.06	79.68	2670787
2015-09-07	100.06	100.07	99.98	100.03	79.64	2841449
2015-08-31	100.18	100.23	100.15	100.15	79.60	1850540
2015-08-24	100.02	100.03	99.97	99.99	79.57	1814508
2015-08-17	100.14	100.23	100.05	100.10	79.53	1894689
2015-08-10	100.07	100.13	100.06	100.07	79.50	2979495
2015-08-03	100.07	100.10	100.02	100.09	79.46	2213315
2015-07-27	100.19	100.28	100.10	100.17	79.43	2344784
2015-07-20	100.16	100.16	100.13	100.16	79.40	2210501
2015-07-13	100.11	100.17	100.07	100.07	79.37	1753211
2015-07-06	100.11	100.21	100.06	100.07	79.33	2219581
2015-06-29	100.09	100.18	100.07	100.07	79.30	2297290
2015-06-22	100.07	100.11	99.99	100.03	79.26	2050400
2015-06-15	100.17	100.18	100.08	100.18	79.23	1687882
2015-06-08	100.09	100.13	100.08	100.13	79.19	2480668
2015-06-01	100.05	100.06	100.04	100.06	79.16	1702111
2015-05-25	100.05	100.07	99.95	100.07	79.13	2403404
2015-05-18	100.17	100.18	100.10	100.17	79.09	1968406
2015-05-11	100.13	100.21	100.07	100.10	79.06	1912859
2015-05-04	100.03	100.06	99.98	100.05	79.03	2986831
2015-04-27	100.02	100.08	99.93	100.02	79.00	2808485
2015-04-20	100.15	100.22	100.11	100.17	78.96	2996234
2015-04-13	100.03	100.11	100.00	100.04	78.92	2344557
2015-04-06	100.05	100.06	100.02	100.06	78.89	2913149
2015-03-30	100.08	100.17	100.03	100.03	78.86	1753526
2015-03-23	100.10	100.16	100.04	100.11	78.83	2969240
2015-03-16	100.15	100.20	100.05	100.13	78.79	2344987
2015-03-09	100.12	100.14	100.05	100.09	78.76	1725861
2015-03-02	100.01	100.10	99.93	99.97	78.73	2418040
2015-02-23	100.19	100.27	100.17	100.17	78.70	1975961
2015-02-16	100.16	100.17	100.10	100.12	78.68	1701144
2015-02-09	100.12	100.15	100.02	100.11	78.65	1913731
2015-02-02	100.06	100.11	100.02	100.02	78.62	2365412
2015-01-26	100.06	100.10	99.99	100.02	78.59	2109568
2015-01-19	100.08	100.09	100.06	100.08	78.56	1913655
2015-01-12	100.02	100.11	99.99	100.01	78.54	2014534
2015-01-05	100.15	100.19	100.06	100.19	78.51	2673142
2014-12-29	100.12	100.15	100.07	100.15	78.49	1575640
2014-12-22	100.09	100.14	100.04	100.04	78.46	2782218
2014-12-15	100.08	100.11	100.01	100.11	78.44	1698373
2014-12-08	100.17	100.24	100.08	100.13	78.41	2715182
2014-12-01	100.11	100.13	100.02	100.13	78.38	2056209
2014-11-24	100.03	100.05	99.95	99.99	78.35	1913194
2014-11-17	100.01	100.05	99.95	99.98	78.33	1910739
2014-11-10	100.03	100.05	100.00	100.01	78.30	2065684
2014-11-03	100.14	100.20	100.09	100.18	78.27	2110098
2014-10-27	100.02	100.02	99.96	100.02	78.24	2903122
2014-10-20	100.01	100.09	99.94	100.06	78.22	2235233
2014-10-13	100.01	100.04	99.92	100.02	78.19	2572039
2014-10-06	100.02	100.09	99.99	100.05	78.16	2018094
2014-09-29	100.14	100.20	100.09	100.10	78.12	2708322
2014-09-22	100.01	100.03	99.92	100.01	78.10	1726024
2014-09-15	100.16	100.21	100.12	100.16	78.07	2380121
2014-09-08	100.11	100.17	100.08	100.10	78.05	2015203
2014-09-01	100.07	100.13	100.02	100.10	78.02	2461149
2014-08-25	100.15	100.24	100.11	100.17	78.00	2106236
2014-08-18	100.10	100.16	100.05	100.08	77.98	2590564
2014-08-11	100.17	100.21	100.13	100.20	77.95	1759141
2014-08-04	100.05	100.15	100.02	100.09	77.92	2845955
2014-07-28	100.11	100.17	100.08	100.09	77.88	2939058
2014-07-21	100.19	100.29	100.15	100.15	77.86	2088766
2014-07-14	100.12	100.19	100.12	100.15	77.83	1536958
2014-07-07	100.14	100.18	100.13	100.18	77.80	1773278
2014-06-30	100.14	100.17	100.09	100.17	77.77	2723199
2014-06-23	100.01	100.10	99.99	100.00	77.73	1907330
2014-06-16	100.17	100.20	100.08	100.13	77.70	1791053
2014-06-09	100.10	100.15	100.08	100.08	77.67	2020558
2014-06-02	100.06	100.13	100.02	100.08	77.64	1973852
2014-05-26	100.14	100.20	100.12	100.15	77.61	1840358
2014-05-19	100.05	100.11	99.98	100.00	77.57	2799782
2014-05-12	100.03	100.12	99.94	99.99	77.55	1766525
2014-05-05	100.07	100.15	100.03	100.05	77.52	2733584
2014-04-28	100.18	100.22	100.15	100.22	77.48	2613770
2014-04-21	100.15	100.20	100.15	100.20	77.44	1676595
2014-04-14	100.05	100.13	99.98	100.09	77.42	2634627
2014-04-07	100.07	100.17	99.98	100.03	77.40	1591724
2014-03-31	100.12	100.17	100.03	100.13	77.37	1834985
2014-03-24	100.13	100.17	100.10	100.17	77.34	2088861
2014-03-17	100.18	100.22	100.11	100.22	77.31	1781517
2014-03-10	100.12	100.16	100.09	100.12	77.28	2545383
2014-03-03	100.12	100.18	100.08	100.12	77.24	1905359
2014-02-24	100.07	100.11	100.05	100.11	77.22	2247244
2014-02-17	100.11	100.19	100.06	100.08	77.18	2005703
2014-02-10	100.03	100.04	99.99	100.00	77.16	2784794
2014-02-03	100.07	100.14	100.02	100.12	77.12	2494279
2014-01-27	100.15	100.18	100.07	100.16	77.09	2567389
2014-01-20	100.04	100.14	99.99	100.05	77.06	2022770
2014-01-13	100.09	100.11	100.05	100.11	77.03	2916402
2014-01-06	100.02	100.12	99.93	99.99	77.00	1882939
2013-12-30	100.00	100.06	99.91	100.03	76.98	2366602
2013-12-23	100.15	100.19	100.13	100.17	76.95	1964915
2013-12-16	100.04	100.04	99.94	100.00	76.92	2548658
2013-12-09	100.17	100.20	100.11	100.18	76.88	1522432
2013-12-02	100.02	100.04	100.01	100.01	76.85	2256213
2013-11-25	100.06	100.12	100.05	100.07	76.82	2400045
2013-11-18	100.09	100.15	100.06	100.08	76.79	2296315
2013-11-11	100.18	100.23	100.12	100.20	76.76	1571715
2013-11-04	100.13	100.20	100.11	100.14	76.73	2289253
2013-10-28	100.15	100.22	100.14	100.17	76.71	1948083
2013-10-21	100.03	100.08	99.95	100.02	76.68	2406744
2013-10-14	100.10	100.13	100.01	100.09	76.66	1863914
2013-10-07	100.04	100.12	99.97	100.08	76.63	2105804
2013-09-30	100.04	100.06	99.98	100.01	76.59	1806116
2013-09-23	100.11	100.16	100.07	100.07	76.57	2360054
2013-09-16	100.09	100.09	100.03	100.09	76.54	2214038
2013-09-09	100.06	100.15	99.99	100.06	76.52	2113341
2013-09-02	100.07	100.15	100.00	100.11	76.48	2344373
2013-08-26	100.06	100.15	99.96	100.07	76.45	2908008
2013-08-19	100.03	100.13	100.00	100.06	76.42	1514939
2013-08-12	100.08	100.14	100.03	100.04	76.40	1518478
2013-08-05	100.18	100.25	100.16	100.18	76.36	2731186
2013-07-29	100.10	100.11	100.03	100.09	76.33	2925712
2013-07-22	100.08	100.11	100.05	100.09	76.31	2888574
2013-07-15	100.16	100.17	100.13	100.13	76.28	2941852
2013-07-08	100.08	100.16	100.07	100.10	76.25	2143524
2013-07-01	100.05	100.10	99.97	100.10	76.23	1572587
2013-06-24	100.20	100.28	100.16	100.16	76.19	1868487
2013-06-17	100.04	100.12	99.99	99.99	76.17	2608064
2013-06-10	100.11	100.18	100.01	100.07	76.15	2894285
2013-06-03	100.12	100.20	100.10	100.16	76.12	2854301
2013-05-27	100.08	100.14	100.06	100.07	76.09	2920433
2013-05-20	100.12	100.21	100.02	100.12	76.05	2863595
2013-05-13	100.07	100.13	100.02	100.05	76.02	2984603
2013-05-06	100.03	100.07	100.01	100.02	75.99	2919340
2013-04-29	100.19	100.27	100.19	100.20	75.96	2413947
2013-04-22	100.04	100.09	99.96	100.09	75.93	1926605
2013-04-15	100.19	100.26	100.12	100.19	75.90	2609354
2013-04-08	100.12	100.18	100.06	100.13	75.87	2480714
2013-04-01	100.12	100.15	100.04	100.13	75.84	1824946
2013-03-25	100.20	100.21	100.11	100.15	75.82	2879562
2013-03-18	100.17	100.26	100.10	100.20	75.79	2802521
2013-03-11	100.11	100.20	100.06	100.07	75.76	2731138
2013-03-04	100.07	100.10	100.03	100.03	75.73	2231063
2013-02-25	100.01	100.10	99.98	99.98	75.69	2355269
2013-02-18	100.07	100.17	100.05	100.12	75.66	1662855
2013-02-11	100.13	100.19	100.08	100.13	75.64	1676519
2013-02-04	100.18	100.21	100.08	100.21	75.61	1876745
2013-01-28	100.02	100.05	99.96	100.03	75.58	1809258
2013-01-21	100.11	100.16	100.08	100.08	75.56	2777822
2013-01-14	100.10	100.19	100.00	100.12	75.53	1794891
2013-01-07	100.06	100.11	99.98	100.07	75.50	1673317
2012-12-31	100.15	100.19	100.12	100.15	75.47	2816408
2012-12-24	100.04	100.13	100.00	100.00	75.44	2811255
2012-12-17	100.12	100.15	100.09	100.10	75.40	2248184
2012-12-10	100.02	100.03	99.92	100.00	75.38	1586538
2012-12-03	100.06	100.14	100.03	100.05	75.35	2411318
2012-11-26	100.17	100.26	100.12	100.19	75.31	2945680
2012-11-19	100.13	100.22	100.08	100.15	75.28	1693363
2012-11-12	100.10	100.17	100.01	100.08	75.25	1680088
2012-11-05	100.07	100.08	100.01	100.06	75.22	2825340
2012-10-29	100.20	100.21	100.18	100.21	75.19	1693782
2012-10-22	100.05	100.11	100.01	100.07	75.15	2863436
2012-10-15	100.17	100.25	100.12	100.12	75.12	2840247
2012-10-08	100.05	100.12	100.02	100.10	75.09	2333087
2012-10-01	100.13	100.15	100.05	100.15	75.07	2243981
2012-09-24	100.11	100.13	100.11	100.13	75.04	2624792
2012-09-17	100.15	100.18	100.12	100.12	75.02	2340178
2012-09-10	100.14	100.21	100.13	100.13	74.98	2844746
2012-09-03	100.15	100.16	100.06	100.14	74.96	1749002
2012-08-27	100.18	100.25	100.11	100.18	74.94	2659106
2012-08-20	100.04	100.12	100.02	100.06	74.92	2026536
2012-08-13	100.01	100.02	99.94	100.00	74.89	2666538
2012-08-06	100.13	100.15	100.08	100.12	74.86	1598466
2012-07-30	100.13	100.15	100.09	100.13	74.83	1669631
2012-07-23	100.14	100.20	100.07	100.13	74.80	2985787
2012-07-16	100.13	100.18	100.11	100.16	74.77	2437124
2012-07-09	100.20	100.29	100.16	100.16	74.74	1561494
2012-07-02	100.10	100.13	100.01	100.12	74.71	1910630
2012-06-25	100.07	100.11	100.02	100.11	74.69	2136222
2012-06-18	100.03	100.11	99.99	100.01	74.66	2499350
2012-06-11	100.01	100.04	99.95	99.99	74.63	2999794
2012-06-04	100.03	100.12	99.94	100.01	74.61	2913521
2012-05-28	100.07	100.16	100.01	100.02	74.59	1945486
2012-05-21	100.12	100.17	100.08	100.08	74.56	2048440
2012-05-14	100.06	100.07	100.02	100.05	74.54	1784132
2012-05-07	100.19	100.29	100.17	100.17	74.51	2003995
2012-04-30	100.01	100.03	99.99	100.03	74.48	1713480
2012-04-23	100.05	100.09	99.96	100.01	74.45	2547382
2012-04-16	100.07	100.12	100.04	100.06	74.43	1738364
2012-04-09	100.04	100.12	100.01	100.06	74.40	1989492
2012-04-02	100.05	100.08	99.97	100.06	74.38	1602451
2012-03-26	100.19	100.22	100.18	100.19	74.34	1611202
2012-03-19	100.04	100.12	100.01	100.08	74.31	1750235
2012-03-12	100.09	100.13	100.03	100.11	74.29	2948343
2012-03-05	100.09	100.18	100.06	100.06	74.27	1710153
2012-02-27	100.07	100.16	100.05	100.09	74.25	2617864
2012-02-20	100.06	100.11	100.05	100.07	74.22	1878826
2012-02-13	100.10	100.15	100.07	100.07	74.19	2332219
2012-02-06	100.01	100.07	99.91	100.05	74.16	2381405
2012-01-30	100.11	100.13	100.03	100.10	74.13	2799399
2012-01-23	100.17	100.22	100.11	100.22	74.10	2878045
2012-01-16	100.16	100.26	100.13	100.17	74.08	2313694
2012-01-09	100.05	100.10	100.01	100.03	74.06	2547285
2012-01-02	100.13	100.19	100.10	100.11	74.04	2990480
2011-12-26	100.14	100.22	100.13	100.13	74.01	1647332
2011-12-19	100.15	100.19	100.06	100.19	73.98	1980276
2011-12-12	100.11	100.18	100.02	100.12	73.96	2036316
2011-12-05	100.07	100.16	100.00	100.07	73.93	2829239
2011-11-28	100.00	100.09	99.96	100.04	73.90	2519955
2011-11-21	100.00	100.09	99.94	100.05	73.86	2352942
2011-11-14	100.11	100.17	100.03	100.12	73.83	2800656
2011-11-07	100.12	100.17	100.09	100.16	73.80	2311096
2011-10-31	100.18	100.21	100.13	100.21	73.77	1794329
2011-10-24	100.12	100.16	100.06	100.10	73.74	1993157
2011-10-17	100.01	100.05	99.93	100.02	73.71	2351750
2011-10-10	100.20	100.28	100.11	100.16	73.68	1503045
2011-10-03	100.02	100.08	99.97	99.97	73.65	2500237
2011-09-26	100.05	100.09	99.96	100.09	73.63	2148677
2011-09-19	100.18	100.28	100.15	100.15	73.61	2471608
2011-09-12	100.02	100.03	99.93	100.03	73.58	2224565
2011-09-05	100.18	100.23	100.13	100.13	73.55	2685391
2011-08-29	100.12	100.14	100.11	100.14	73.53	2873729
2011-08-22	100.18	100.23	100.15	100.22	73.51	2547318
2011-08-15	100.19	100.29	100.17	100.21	73.47	1834665
2011-08-08	100.15	100.22	100.08	100.11	73.44	1674159
2011-08-01	100.07	100.16	99.98	100.10	73.42	2389593
2011-07-25	100.15	100.16	100.11	100.15	73.39	1953553
2011-07-18	100.06	100.09	100.01	100.03	73.36	1742118
2011-07-11	100.08	100.15	100.00	100.07	73.33	1807996
2011-07-04	100.02	100.06	99.92	99.97	73.31	1707668
2011-06-27	100.08	100.09	99.99	100.04	73.29	2651985
2011-06-20	100.19	100.20	100.18	100.20	73.27	1975750
2011-06-13	100.14	100.16	100.05	100.12	73.24	2670426
2011-06-06	100.13	100.14	100.09	100.09	73.21	1652850
2011-05-30	100.11	100.12	100.05	100.10	73.19	1922517
2011-05-23	100.01	100.08	99.92	99.97	73.16	2694916
2011-05-16	100.02	100.11	99.93	100.03	73.13	2627746
2011-05-09	100.12	100.14	100.06	100.11	73.10	2193751
2011-05-02	100.20	100.26	100.15	100.19	73.08	1543581
2011-04-25	100.01	100.02	99.93	100.00	73.06	2115809
2011-04-18	100.17	100.21	100.15	100.15	73.03	2208312
2011-04-11	100.18	100.27	100.14	100.20	73.00	2708251
2011-04-04	100.00	100.09	99.94	99.96	72.98	2309965
2011-03-28	100.03	100.07	99.97	100.00	72.95	2748095
2011-03-21	100.14	100.21	100.06	100.11	72.93	1999753
2011-03-14	100.12	100.22	100.03	100.15	72.90	1660426
2011-03-07	100.10	100.11	100.07	100.07	72.87	1631012
2011-02-28	100.04	100.08	99.99	100.05	72.85	2075888
2011-02-21	100.01	100.05	99.98	99.98	72.82	1657050
2011-02-14	100.13	100.19	100.07	100.10	72.79	2559952
2011-02-07	100.09	100.15	100.08	100.08	72.77	1995385
2011-01-31	100.12	100.18	100.08	100.14	72.74	1763601
2011-01-24	100.16	100.21	100.09	100.20	72.72	2216493
2011-01-17	100.13	100.18	100.05	100.16	72.69	2815555
2011-01-10	100.02	100.09	99.92	100.00	72.66	1610462
2011-01-03	100.14	100.16	100.04	100.16	72.63	2841729
2010-12-27	100.08	100.11	100.03	100.03	72.61	1543321
2010-12-20	100.15	100.23	100.09	100.12	72.58	1831604
2010-12-13	100.17	100.24	100.10	100.16	72.55	2792585
2010-12-06	100.08	100.13	100.00	100.08	72.53	2558961
2010-11-29	100.20	100.26	100.12	100.22	72.50	1743467
2010-11-22	100.05	100.08	100.04	100.06	72.47	2710144
2010-11-15	100.11	100.15	100.07	100.15	72.45	2259787
2010-11-08	100.14	100.17	100.06	100.15	72.42	1768024
2010-11-01	100.08	100.14	100.04	100.12	72.40	2353117
2010-10-25	100.15	100.18	100.07	100.15	72.37	1577784
2010-10-18	100.11	100.18	100.06	100.09	72.34	2873603
2010-10-11	100.12	100.13	100.03	100.08	72.31	2015233
2010-10-04	100.20	100.21	100.18	100.21	72.28	2665150
2010-09-27	100.15	100.19	100.14	100.19	72.26	2910646
2010-09-20	100.15	100.22	100.06	100.11	72.24	1650185
2010-09-13	100.14	100.22	100.08	100.12	72.21	2840217
2010-09-06	100.19	100.24	100.15	100.15	72.18	1988783
2010-08-30	100.07	100.17	100.05	100.10	72.16	2317442
2010-08-23	100.08	100.16	100.07	100.10	72.13	2153838
2010-08-16	100.04	100.06	100.03	100.06	72.10	2956127
2010-08-09	100.10	100.19	100.09	100.12	72.07	2773167
2010-08-02	100.12	100.14	100.02	100.11	72.04	1582961
2010-07-26	100.19	100.26	100.13	100.17	72.01	2127630
2010-07-19	100.03	100.09	99.99	99.99	71.99	2804782
2010-07-12	100.11	100.14	100.06	100.13	71.96	1837914
2010-07-05	100.09	100.12	100.08	100.08	71.94	2519607
2010-06-28	100.17	100.18	100.13	100.17	71.92	1704574
2010-06-21	100.14	100.18	100.13	100.18	71.89	2938949
2010-06-14	100.12	100.15	100.04	100.11	71.86	2728348
2010-06-07	100.13	100.16	100.07	100.15	71.84	2310067
2010-05-31	100.13	100.14	100.03	100.11	71.81	2893258
2010-05-24	100.05	100.13	100.01	100.01	71.78	2820514
2010-05-17	100.07	100.12	100.00	100.08	71.75	2348820
2010-05-10	100.16	100.19	100.08	100.14	71.72	2998988
2010-05-03	100.19	100.25	100.17	100.23	71.69	1960736
2010-04-26	100.13	100.21	100.07	100.13	71.66	1659528
2010-04-19	100.02	100.09	99.94	100.02	71.63	2122396
2010-04-12	100.15	100.23	100.06	100.12	71.61	1649468
2010-04-05	100.17	100.26	100.07	100.18	71.59	2934961
2010-03-29	100.17	100.23	100.07	100.19	71.57	1967641
2010-03-22	100.09	100.15	100.00	100.07	71.54	2666449
2010-03-15	100.17	100.22	100.11	100.22	71.52	2636305
2010-03-08	100.03	100.03	99.96	100.02	71.50	2376488
2010-03-01	100.03	100.12	100.03	100.05	71.47	2556964
2010-02-22	100.14	100.18	100.07	100.16	71.45	2789990
2010-02-15	100.11	100.13	100.07	100.13	71.42	1983905
2010-02-08	100.07	100.09	99.97	100.06	71.39	1774731
2010-02-01	100.12	100.21	100.03	100.13	71.36	2506912
2010-01-25	100.06	100.11	100.01	100.11	71.33	1981996
2010-01-18	100.19	100.25	100.14	100.15	71.31	2131729
2010-01-11	100.02	100.10	99.96	100.00	71.28	1775343
2010-01-04	100.11	100.19	100.11	100.15	71.26	2777962
2009-12-28	100.00	100.05	99.93	99.97	71.23	2790056
2009-12-21	100.16	100.21	100.13	100.20	71.20	2771375
2009-12-14	100.02	100.02	99.98	100.00	71.17	1600522
2009-12-07	100.06	100.11	99.98	100.11	71.14	2780286
2009-11-30	100.14	100.17	100.08	100.16	71.11	2288306
2009-11-23	100.01	100.05	99.96	99.97	71.09	2706232
2009-11-16	100.16	100.25	100.07	100.12	71.07	2186351
2009-11-09	100.11	100.17	100.10	100.13	71.04	2614324
2009-11-02	100.14	100.17	100.11	100.17	71.02	1607627
2009-10-26	100.15	100.22	100.08	100.11	71.00	1524517
2009-10-19	100.13	100.23	100.07	100.16	70.97	2583781
2009-10-12	100.04	100.09	99.96	100.08	70.94	2863006
2009-10-05	100.09	100.17	100.07	100.07	70.92	1618633
2009-09-28	100.07	100.11	100.03	100.03	70.89	2672980
2009-09-21	100.17	100.20	100.13	100.15	70.86	1820282
2009-09-14	100.15	100.19	100.10	100.17	70.84	1576804
2009-09-07	100.15	100.18	100.07	100.18	70.81	2740220
2009-08-31	100.08	100.12	99.98	100.12	70.78	1825159
2009-08-24	100.16	100.20	100.15	100.15	70.76	2513297
2009-08-17	100.02	100.04	99.93	100.04	70.73	1916828
2009-08-10	100.14	100.18	100.10	100.10	70.71	2761587
2009-08-03	100.20	100.28	100.14	100.20	70.68	2990695
2009-07-27	100.12	100.16	100.07	100.10	70.65	1845899
2009-07-20	100.19	100.28	100.18	100.21	70.63	1526340
2009-07-13	100.16	100.18	100.13	100.13	70.61	2671386
2009-07-06	100.05	100.07	99.97	100.02	70.58	1823097
2009-06-29	100.11	100.18	100.06	100.12	70.55	2141623
2009-06-22	100.19	100.27	100.14	100.17	70.52	2106427
2009-06-15	100.09	100.13	100.07	100.13	70.49	1726562
2009-06-08	100.04	100.13	99.94	99.99	70.46	2888758
2009-06-01	100.08	100.14	100.06	100.06	70.43	2574477
2009-05-25	100.04	100.10	99.96	100.03	70.40	2830619
2009-05-18	100.09	100.13	100.04	100.13	70.37	1568447
2009-05-11	100.19	100.23	100.09	100.22	70.34	2180580
2009-05-04	100.17	100.27	100.15	100.17	70.32	2669371
2009-04-27	100.07	100.16	99.98	100.10	70.29	2037709
2009-04-20	100.19	100.24	100.15	100.23	70.26	2567751
2009-04-13	100.00	100.05	99.96	100.00	70.24	2862720
2009-04-06	100.06	100.11	100.04	100.04	70.21	2832345
2009-03-30	100.13	100.13	100.12	100.13	70.19	2478298
2009-03-23	100.05	100.05	100.04	100.04	70.17	1828016
2009-03-16	100.11	100.15	100.06	100.06	70.14	1794946
2009-03-09	100.11	100.15	100.08	100.13	70.12	2049748
2009-03-02	100.08	100.16	100.03	100.04	70.09	2656656
2009-02-23	100.12	100.16	100.04	100.08	70.06	2030374
2009-02-16	100.02	100.11	99.96	100.00	70.04	1967864
2009-02-09	100.02	100.11	99.99	99.99	70.01	2434178
2009-02-02	100.11	100.14	100.10	100.14	69.98	1506043
2009-01-26	100.07	100.11	100.00	100.11	69.96	2782723
2009-01-19	100.10	100.16	100.02	100.14	69.94	1592006
2009-01-12	100.15	100.23	100.06	100.12	69.91	2481662
2009-01-05	100.06	100.11	99.98	100.10	69.88	2298990
